Geneid	AML_PB.bam	CD34_PB.bam
ENSG00000185722	5823	863
ENSG00000091640	2778	2144
ENSG00000282936	254	1
ENSG00000074755	9230	768
ENSG00000167193	1559	891
ENSG00000132359	14465	913
ENSG00000227495	15	2
ENSG00000072849	2417	1687
ENSG00000274363	3	12
ENSG00000280136	130	79
ENSG00000241525	524	192
ENSG00000167858	0	26
ENSG00000108523	7387	400
ENSG00000213977	368	24
ENSG00000262818	0	0
ENSG00000234327	214	115
ENSG00000262294	0	1
ENSG00000129195	236	15
ENSG00000196388	196	31
ENSG00000261879	74	61
ENSG00000108559	3099	1676
ENSG00000262990	0	0
ENSG00000272636	11	11
ENSG00000262943	29	216
ENSG00000240898	127	880
ENSG00000004660	733	43
ENSG00000262961	0	0
ENSG00000285593	1	0
ENSG00000262503	11	6
ENSG00000261996	12	1
ENSG00000108405	8868	8668
ENSG00000187624	198	48
ENSG00000091622	56	17
ENSG00000262558	0	1
ENSG00000083457	20230	1161
ENSG00000282980	24	6
ENSG00000161929	89	44
ENSG00000129204	116	296
ENSG00000256806	90	90
ENSG00000263272	571	189
ENSG00000108515	1798	118
ENSG00000262855	0	0
ENSG00000262248	3	4
ENSG00000083454	334	434
ENSG00000263316	0	4
ENSG00000127774	275	86
ENSG00000263220	15	2
ENSG00000263165	0	0
ENSG00000276855	1	41
ENSG00000180787	68	152
ENSG00000274114	13	2
ENSG00000108528	2345	1630
ENSG00000262495	0	1
ENSG00000244283	0	1
ENSG00000141040	8	172
ENSG00000091592	14204	2455
ENSG00000234203	1	0
ENSG00000273172	3	0
ENSG00000283033	0	0
ENSG00000108518	32226	15865
ENSG00000180626	175	324
ENSG00000284837	0	0
ENSG00000286430	10	3
ENSG00000262903	51	4
ENSG00000132517	3	0
ENSG00000263219	0	55
ENSG00000074370	24765	5678
ENSG00000266311	4	0
ENSG00000265511	40	8
ENSG00000261916	6	6
ENSG00000259024	1	0
ENSG00000233090	0	0
ENSG00000176974	615	724
ENSG00000280279	466	107
ENSG00000167842	2604	807
ENSG00000129250	896	9
ENSG00000234324	11	7
ENSG00000263338	8	0
ENSG00000181031	68	158
ENSG00000108561	4257	3172
ENSG00000227790	71	0
ENSG00000286356	0	0
ENSG00000262358	247	0
ENSG00000141485	1	7
ENSG00000261848	0	1
ENSG00000171953	1326	924
ENSG00000262678	43	3
ENSG00000196893	0	0
ENSG00000108509	2515	252
ENSG00000286743	4	0
ENSG00000262304	3	1
ENSG00000179277	0	4
ENSG00000285471	0	0
ENSG00000235203	1	2
ENSG00000264666	2	1
ENSG00000005100	1108	230
ENSG00000129235	463	581
ENSG00000198920	1266	310
ENSG00000197417	71	62
ENSG00000251537	0	0
ENSG00000197665	9	1
ENSG00000262693	0	2
ENSG00000181350	66	98
ENSG00000074356	7751	1070
ENSG00000223878	9	74
ENSG00000271900	1	0
ENSG00000232344	144	12
ENSG00000108474	875	931
ENSG00000189152	360	90
ENSG00000266538	4	20
ENSG00000237911	11	22
ENSG00000167840	518	202
ENSG00000263107	0	0
ENSG00000029725	3658	1018
ENSG00000267075	0	0
ENSG00000263914	0	0
ENSG00000279296	21	5
ENSG00000231645	1	33
ENSG00000239223	28	205
ENSG00000142494	5	4
ENSG00000109046	11139	11416
ENSG00000230273	0	0
ENSG00000263986	0	0
ENSG00000133027	427	421
ENSG00000262429	0	0
ENSG00000272815	0	1
ENSG00000188013	0	8
ENSG00000263312	0	0
ENSG00000242752	0	0
ENSG00000262920	4	0
ENSG00000108590	145	391
ENSG00000266885	0	0
ENSG00000279825	185	8
ENSG00000265095	1	11
ENSG00000262099	0	2
ENSG00000141027	7979	7279
ENSG00000261868	37	21
ENSG00000266079	2	9
ENSG00000266416	0	0
ENSG00000265043	0	1
ENSG00000264245	0	1
ENSG00000177427	548	306
ENSG00000124422	21920	4182
ENSG00000265519	0	6
ENSG00000266664	3	3
ENSG00000266651	88	19
ENSG00000227225	2	3
ENSG00000171962	663	65
ENSG00000226746	4	2
ENSG00000177731	11197	5674
ENSG00000261987	6	1
ENSG00000266466	0	0
ENSG00000263976	0	0
ENSG00000214946	0	0
ENSG00000279200	2	5
ENSG00000091542	7990	2481
ENSG00000235430	0	0
ENSG00000154898	445	1771
ENSG00000184185	4	146
ENSG00000276399	0	0
ENSG00000236504	16	0
ENSG00000109016	634	761
ENSG00000260019	1	2
ENSG00000108591	1778	918
ENSG00000264168	1	0
ENSG00000131885	0	48
ENSG00000223544	0	0
ENSG00000205215	1	1
ENSG00000280198	101	32
ENSG00000284328	0	0
ENSG00000235672	14	71
ENSG00000214941	1611	883
ENSG00000129221	1	0
ENSG00000264262	1	0
ENSG00000230339	0	0
ENSG00000187688	2713	2938
ENSG00000266563	8	1101
ENSG00000177294	28	7
ENSG00000266179	5	29
ENSG00000263563	1306	9938
ENSG00000264300	0	2
ENSG00000274180	1452	231
ENSG00000228725	0	1
ENSG00000227685	2	7
ENSG00000279431	34	0
ENSG00000205312	0	1
ENSG00000287490	9	0
ENSG00000213664	0	0
ENSG00000264739	4	22
ENSG00000243686	0	0
ENSG00000237057	15	1
ENSG00000283417	0	0
ENSG00000279428	1	6
ENSG00000265683	4	20
ENSG00000266803	0	0
ENSG00000279674	0	0
ENSG00000108582	1800	1283
ENSG00000264240	0	0
ENSG00000178082	232	190
ENSG00000262769	0	0
ENSG00000266786	307	253
ENSG00000176658	13	228
ENSG00000266806	1	2
ENSG00000227782	60	49
ENSG00000265614	0	0
ENSG00000262692	216	4
ENSG00000260647	18	0
ENSG00000264167	0	0
ENSG00000197815	94	39
ENSG00000287506	0	0
ENSG00000232889	0	0
ENSG00000108578	1957	1188
ENSG00000263725	0	0
ENSG00000196712	2892	634
ENSG00000262292	3	4
ENSG00000261020	0	0
ENSG00000263375	0	0
ENSG00000265394	2	3
ENSG00000265356	0	0
ENSG00000266673	0	0
ENSG00000262319	151	8
ENSG00000198783	2205	805
ENSG00000181374	1	0
ENSG00000126653	1279	825
ENSG00000239256	5	9
ENSG00000227018	1	17
ENSG00000264107	39	18
ENSG00000263164	21	8
ENSG00000263674	1	0
ENSG00000248121	53	8
ENSG00000265574	34	97
ENSG00000263483	0	0
ENSG00000264673	2	2
ENSG00000229749	0	0
ENSG00000266009	0	0
ENSG00000264023	0	0
ENSG00000167693	29	15
ENSG00000265185	182	669
ENSG00000266535	0	0
ENSG00000267074	13	2
ENSG00000175061	35939	4353
ENSG00000280069	29	50
ENSG00000267035	1	0
ENSG00000227300	0	0
ENSG00000262227	69	8
ENSG00000267046	1	4
ENSG00000172171	249	308
ENSG00000178691	9367	1711
ENSG00000274736	618	4
ENSG00000266987	1	0
ENSG00000284263	0	0
ENSG00000197322	0	0
ENSG00000265544	0	0
ENSG00000280020	75	85
ENSG00000267359	2	0
ENSG00000242660	63	587
ENSG00000141034	1296	223
ENSG00000264765	0	0
ENSG00000011295	2879	5030
ENSG00000278860	0	0
ENSG00000236320	63	49
ENSG00000264458	0	0
ENSG00000263946	2	2
ENSG00000154760	385	712
ENSG00000233979	0	2
ENSG00000265697	0	0
ENSG00000266356	1	117
ENSG00000287751	14	4
ENSG00000108256	42153	914
ENSG00000131899	1253	20
ENSG00000266733	261	2
ENSG00000265041	0	0
ENSG00000264990	0	0
ENSG00000265775	0	0
ENSG00000215067	930	546
ENSG00000277161	636	275
ENSG00000267745	76	11
ENSG00000265453	0	0
ENSG00000277632	600	87
ENSG00000286065	3	1
ENSG00000265125	2	0
ENSG00000177602	2184	7
ENSG00000108702	114	0
ENSG00000266919	0	0
ENSG00000166582	222	795
ENSG00000006125	5754	1446
ENSG00000132141	333	116
ENSG00000126861	103	36
ENSG00000184060	224	41
ENSG00000267102	70	9
ENSG00000279668	0	3
ENSG00000225582	0	0
ENSG00000264431	0	0
ENSG00000278023	70	24
ENSG00000266371	2	3
ENSG00000263435	0	0
ENSG00000226049	325	384
ENSG00000266364	0	0
ENSG00000141314	15	6
ENSG00000275954	1	8
ENSG00000264643	0	0
ENSG00000280245	0	0
ENSG00000255987	4	1
ENSG00000273611	1843	434
ENSG00000141127	3430	838
ENSG00000264598	0	0
ENSG00000274933	21	8
ENSG00000265801	0	1
ENSG00000261499	1365	1055
ENSG00000276023	483	260
ENSG00000005156	2875	1304
ENSG00000277972	566	309
ENSG00000278845	1408	814
ENSG00000236377	0	0
ENSG00000266282	11	9
ENSG00000286030	0	0
ENSG00000278097	0	0
ENSG00000267554	28	0
ENSG00000263729	0	0
ENSG00000265293	25	3
ENSG00000274767	37	14
ENSG00000276170	0	0
ENSG00000087095	996	287
ENSG00000185158	1444	1096
ENSG00000267711	6	1
ENSG00000276241	0	0
ENSG00000172156	0	0
ENSG00000263609	0	0
ENSG00000274487	2536	1380
ENSG00000275832	2403	273
ENSG00000264970	0	0
ENSG00000275152	0	0
ENSG00000267321	719	476
ENSG00000267312	22	32
ENSG00000108688	0	0
ENSG00000226117	2	1
ENSG00000244086	80	997
ENSG00000275944	1	0
ENSG00000275385	2	3
ENSG00000277089	1	0
ENSG00000275718	0	1
ENSG00000283381	0	0
ENSG00000141738	4	1
ENSG00000275688	0	0
ENSG00000264174	0	0
ENSG00000276755	1	0
ENSG00000265428	0	0
ENSG00000261156	0	1
ENSG00000263485	0	0
ENSG00000278540	1501	567
ENSG00000264689	0	0
ENSG00000267369	10	3
ENSG00000277511	91	282
ENSG00000226377	1	20
ENSG00000108733	235	75
ENSG00000267648	22	0
ENSG00000267271	1	0
ENSG00000171532	10	1
ENSG00000273609	2	22
ENSG00000274756	167	535
ENSG00000006042	3	1106
ENSG00000267625	0	0
ENSG00000267349	0	0
ENSG00000265115	0	0
ENSG00000278619	306	156
ENSG00000282738	0	0
ENSG00000277258	9	0
ENSG00000275413	47	10
ENSG00000278690	0	0
ENSG00000264791	0	0
ENSG00000273604	136	3
ENSG00000108691	3	3
ENSG00000273576	277	19
ENSG00000094804	1315	257
ENSG00000214719	124	44
ENSG00000287644	21	61
ENSG00000265689	0	0
ENSG00000108344	10766	2164
ENSG00000264968	1	12
ENSG00000274658	0	0
ENSG00000161405	196	26
ENSG00000288235	7	3
ENSG00000275302	140	129
ENSG00000263571	0	1
ENSG00000161395	1072	1440
ENSG00000273559	3736	2298
ENSG00000275023	20531	611
ENSG00000267315	2	22
ENSG00000273736	5	1
ENSG00000233193	0	0
ENSG00000205045	56	0
ENSG00000276054	13	4
ENSG00000266302	8	1
ENSG00000273965	1	1
ENSG00000171475	3041	587
ENSG00000278311	7241	2775
ENSG00000235323	1	4
ENSG00000170315	70041	10661
ENSG00000277969	264	62
ENSG00000267547	23	1
ENSG00000266469	57	6
ENSG00000275665	3	2
ENSG00000274996	0	0
ENSG00000266208	0	0
ENSG00000277791	2889	2227
ENSG00000230088	0	0
ENSG00000264622	1	0
ENSG00000278395	0	1
ENSG00000108599	3550	1122
ENSG00000276085	169	162
ENSG00000263394	20	3
ENSG00000276234	1582	312
ENSG00000141316	0	0
ENSG00000125691	55492	4015
ENSG00000265222	1	0
ENSG00000266313	5	22
ENSG00000280033	60	13
ENSG00000259623	0	0
ENSG00000277182	9	0
ENSG00000264729	0	0
ENSG00000286194	23	5
ENSG00000275839	4	2
ENSG00000266588	0	3
ENSG00000131771	25	5
ENSG00000275722	0	0
ENSG00000240125	12	242
ENSG00000274615	2072	1159
ENSG00000274211	3719	95
ENSG00000280349	0	0
ENSG00000214819	0	1
ENSG00000278505	6	3
ENSG00000239203	8	7
ENSG00000230528	0	2
ENSG00000275431	0	0
ENSG00000183153	54	9
ENSG00000108306	8246	847
ENSG00000196156	1	0
ENSG00000276409	0	0
ENSG00000212659	0	0
ENSG00000141741	1041	922
ENSG00000204952	2	0
ENSG00000141756	24	20
ENSG00000255104	0	0
ENSG00000108576	9	3
ENSG00000266433	0	0
ENSG00000188895	16103	505
ENSG00000285559	3	1
ENSG00000227255	3	1
ENSG00000264359	1	0
ENSG00000236819	0	3
ENSG00000265401	0	0
ENSG00000265666	230	164
ENSG00000279119	0	0
ENSG00000264874	0	0
ENSG00000131759	2815	453
ENSG00000275185	0	0
ENSG00000251439	0	0
ENSG00000128422	0	3
ENSG00000264316	6	14
ENSG00000262074	92	690
ENSG00000181481	1482	734
ENSG00000264956	0	1
ENSG00000266925	0	0
ENSG00000126353	289	202
ENSG00000237382	5	9
ENSG00000275480	0	1
ENSG00000264892	0	0
ENSG00000277426	0	0
ENSG00000266599	0	0
ENSG00000265799	1	2
ENSG00000264663	0	0
ENSG00000264538	2099	659
ENSG00000177302	1795	603
ENSG00000263604	0	0
ENSG00000175832	37	3
ENSG00000264743	4	4
ENSG00000226478	433	292
ENSG00000277363	12	2
ENSG00000279337	0	2
ENSG00000141744	12	54
ENSG00000287671	1	3
ENSG00000274419	1263	157
ENSG00000237183	0	0
ENSG00000131242	499	886
ENSG00000002834	12406	1350
ENSG00000007171	12	0
ENSG00000176749	180	33
ENSG00000275532	75	0
ENSG00000265713	1	40
ENSG00000266877	0	0
ENSG00000187272	0	0
ENSG00000178502	2700	83
ENSG00000243655	0	0
ENSG00000265798	233	128
ENSG00000212658	0	0
ENSG00000262231	0	0
ENSG00000091536	225	63
ENSG00000263368	0	17
ENSG00000231258	0	1
ENSG00000141068	579	320
ENSG00000276070	41	56
ENSG00000264125	3	5
ENSG00000228157	69	37
ENSG00000266042	0	0
ENSG00000260157	0	53
ENSG00000263466	11	20
ENSG00000226521	6	95
ENSG00000167914	3	0
ENSG00000265646	17	103
ENSG00000263874	464	25
ENSG00000180386	0	0
ENSG00000233966	604	1185
ENSG00000279806	1	0
ENSG00000233098	4	2
ENSG00000240828	2	231
ENSG00000278918	394	6
ENSG00000266771	0	0
ENSG00000263717	0	0
ENSG00000265739	1	2
ENSG00000172057	5024	286
ENSG00000266736	0	0
ENSG00000141696	184	234
ENSG00000131473	8466	3392
ENSG00000229351	0	0
ENSG00000226145	0	0
ENSG00000264930	0	0
ENSG00000231458	5	51
ENSG00000260287	873	169
ENSG00000266379	2	15
ENSG00000240542	0	0
ENSG00000131746	7	0
ENSG00000171346	1	1
ENSG00000284300	0	0
ENSG00000171345	0	0
ENSG00000230197	3	0
ENSG00000266261	7	0
ENSG00000172301	604	543
ENSG00000228000	2	9
ENSG00000186566	7776	1250
ENSG00000008838	5233	2998
ENSG00000235554	383	21
ENSG00000178130	0	1
ENSG00000189423	1239	284
ENSG00000266088	64	1
ENSG00000278954	0	4
ENSG00000131471	216	3
ENSG00000263433	0	3
ENSG00000176994	9513	144
ENSG00000188522	282	94
ENSG00000141698	508	1137
ENSG00000229586	3	82
ENSG00000263535	10	288
ENSG00000278535	992	759
ENSG00000131482	0	0
ENSG00000108828	4768	4079
ENSG00000214546	3	4
ENSG00000265833	0	0
ENSG00000131748	5680	1937
ENSG00000260907	18	10
ENSG00000264456	85	54
ENSG00000266202	0	0
ENSG00000214822	0	0
ENSG00000005102	5	0
ENSG00000266448	0	0
ENSG00000067596	3342	1127
ENSG00000278977	0	0
ENSG00000266120	0	3
ENSG00000267340	31	19
ENSG00000265881	0	0
ENSG00000266340	9	0
ENSG00000173805	9	3
ENSG00000265337	0	0
ENSG00000266691	0	0
ENSG00000125686	4035	618
ENSG00000279775	0	0
ENSG00000141753	871	1
ENSG00000108700	0	0
ENSG00000286589	0	0
ENSG00000171401	6	0
ENSG00000263369	4	7
ENSG00000274226	1	9
ENSG00000251550	0	11
ENSG00000262609	1	1
ENSG00000240074	1	3
ENSG00000264435	2	2
ENSG00000214425	3390	1530
ENSG00000266677	27	24
ENSG00000266527	0	0
ENSG00000266853	1	1
ENSG00000266918	56	41
ENSG00000108861	5933	3536
ENSG00000264422	0	0
ENSG00000182271	1	0
ENSG00000126581	4066	1854
ENSG00000167941	4	0
ENSG00000108379	2	0
ENSG00000237888	16	17
ENSG00000228768	1	0
ENSG00000266111	9	0
ENSG00000233002	0	3
ENSG00000173786	4587	1843
ENSG00000187607	125	555
ENSG00000266718	0	3
ENSG00000265788	0	0
ENSG00000267681	61	12
ENSG00000224505	42	25
ENSG00000259928	6	0
ENSG00000214708	6	16
ENSG00000274630	0	0
ENSG00000108830	14	10
ENSG00000175906	116	140
ENSG00000176563	107	31
ENSG00000108452	1	2
ENSG00000204652	6575	840
ENSG00000239704	3	8
ENSG00000283879	0	1
ENSG00000266529	2	7
ENSG00000170689	3	0
ENSG00000265443	6	5
ENSG00000265916	26	6
ENSG00000264655	7	2
ENSG00000197566	152	114
ENSG00000235530	24	47
ENSG00000244537	0	0
ENSG00000231421	0	1
ENSG00000278546	0	0
ENSG00000260458	0	57
ENSG00000177369	33	9
ENSG00000108773	7563	3667
ENSG00000182557	3888	1766
ENSG00000235300	1	8
ENSG00000183688	15590	1251
ENSG00000266341	0	0
ENSG00000262202	58	234
ENSG00000186847	0	0
ENSG00000260325	13	3
ENSG00000266728	0	0
ENSG00000239552	7	2
ENSG00000236473	0	0
ENSG00000267261	0	0
ENSG00000176390	2545	1968
ENSG00000264019	0	0
ENSG00000265046	0	0
ENSG00000263477	1	4
ENSG00000264837	0	1
ENSG00000231256	33	6
ENSG00000229732	0	0
ENSG00000239886	0	0
ENSG00000173801	1825	6553
ENSG00000266190	6	3
ENSG00000264808	5	19
ENSG00000184988	929	836
ENSG00000264058	1	0
ENSG00000240103	14	17
ENSG00000186832	0	0
ENSG00000266775	0	0
ENSG00000263045	0	0
ENSG00000126562	58	0
ENSG00000230113	5	4
ENSG00000131467	4634	3065
ENSG00000279781	0	0
ENSG00000229637	10	0
ENSG00000049283	7	4
ENSG00000267151	1	0
ENSG00000231870	1	3
ENSG00000267227	0	0
ENSG00000265746	6	1
ENSG00000244582	167	2375
ENSG00000251239	0	0
ENSG00000179673	1	0
ENSG00000259753	0	0
ENSG00000236383	412	158
ENSG00000237328	0	1
ENSG00000264943	18	38
ENSG00000266490	106	25
ENSG00000249906	0	2
ENSG00000261872	6	13
ENSG00000266050	0	0
ENSG00000283566	8	145
ENSG00000228782	435	405
ENSG00000158955	4	6
ENSG00000239291	35	338
ENSG00000198496	366	474
ENSG00000188825	280	158
ENSG00000279036	0	0
ENSG00000223979	5	16
ENSG00000204815	66	62
ENSG00000241595	0	0
ENSG00000168961	13573	1190
ENSG00000108848	14253	9311
ENSG00000234494	110	69
ENSG00000262031	0	0
ENSG00000132530	2662	1036
ENSG00000285668	23	1
ENSG00000159182	3	0
ENSG00000262823	255	96
ENSG00000263603	19	36
ENSG00000279606	1	1
ENSG00000267595	40	8
ENSG00000267482	0	0
ENSG00000108349	9051	4223
ENSG00000004897	3085	921
ENSG00000167183	23	2
ENSG00000264920	146	50
ENSG00000198336	51	24
ENSG00000251665	1	0
ENSG00000136457	80	5
ENSG00000264148	3	38
ENSG00000263531	7	3
ENSG00000278765	20	4
ENSG00000278346	0	1
ENSG00000168259	4285	1900
ENSG00000108771	682	437
ENSG00000266872	0	0
ENSG00000226629	0	0
ENSG00000204873	0	0
ENSG00000244559	1	0
ENSG00000263657	5	10
ENSG00000176208	2917	648
ENSG00000126368	543	43
ENSG00000241225	0	0
ENSG00000266222	0	5
ENSG00000108651	5187	1393
ENSG00000279602	93	596
ENSG00000265791	22	7
ENSG00000214514	1	0
ENSG00000249870	5	12
ENSG00000265863	0	1
ENSG00000248807	0	0
ENSG00000173812	48213	41407
ENSG00000248883	0	0
ENSG00000176927	258	20
ENSG00000263787	0	1
ENSG00000131480	155	21
ENSG00000265743	22	0
ENSG00000263715	0	0
ENSG00000182742	476	173
ENSG00000267248	3	32
ENSG00000265334	2	1
ENSG00000276790	3	0
ENSG00000173991	127	11
ENSG00000265233	0	0
ENSG00000250462	995	223
ENSG00000227011	0	0
ENSG00000154945	2811	206
ENSG00000108557	2495	553
ENSG00000267221	127	63
ENSG00000260105	40	0
ENSG00000108465	4456	1678
ENSG00000278963	19	84
ENSG00000108798	486	64
ENSG00000265265	1	0
ENSG00000248895	3	1
ENSG00000233380	489	2688
ENSG00000225190	3489	1409
ENSG00000261886	2	3
ENSG00000266601	20	6
ENSG00000173714	0	0
ENSG00000108960	2617	631
ENSG00000159202	5179	2207
ENSG00000198083	2	0
ENSG00000243521	20	17
ENSG00000243058	6	1
ENSG00000267280	4	0
ENSG00000141367	12639	3625
ENSG00000189120	81	5
ENSG00000230148	7	80
ENSG00000266943	0	1
ENSG00000263142	41	76
ENSG00000136449	460	130
ENSG00000167182	2547	365
ENSG00000241157	3	3
ENSG00000178852	1011	185
ENSG00000276250	7	12
ENSG00000188554	2828	1872
ENSG00000161649	2	2
ENSG00000161594	4	0
ENSG00000267131	0	0
ENSG00000236234	10	0
ENSG00000242207	0	0
ENSG00000012048	1477	354
ENSG00000183978	408	804
ENSG00000251461	0	0
ENSG00000285057	0	0
ENSG00000270264	1	107
ENSG00000167083	274	8
ENSG00000263567	0	0
ENSG00000005243	93	39
ENSG00000262039	36	3
ENSG00000008294	9005	1419
ENSG00000228983	0	0
ENSG00000242439	23	5
ENSG00000284242	0	0
ENSG00000171403	0	0
ENSG00000249658	0	0
ENSG00000271626	0	1
ENSG00000108846	2	35
ENSG00000183691	3171	598
ENSG00000266561	0	0
ENSG00000108588	2400	1522
ENSG00000005884	6	48
ENSG00000073584	1800	956
ENSG00000120068	1	0
ENSG00000213373	22	24
ENSG00000279199	8	11
ENSG00000184502	0	0
ENSG00000241788	0	0
ENSG00000277532	0	0
ENSG00000270870	0	1
ENSG00000263990	64	27
ENSG00000262006	0	0
ENSG00000011260	3534	1729
ENSG00000248278	330	95
ENSG00000261873	0	0
ENSG00000267253	23	110
ENSG00000267104	0	0
ENSG00000198231	13106	1857
ENSG00000261976	0	0
ENSG00000262079	3	1
ENSG00000265000	0	0
ENSG00000262967	0	0
ENSG00000264057	35	22
ENSG00000267659	1	1
ENSG00000108433	1857	1648
ENSG00000248702	0	0
ENSG00000267002	1141	350
ENSG00000262052	1	0
ENSG00000227694	104	117
ENSG00000278972	1	0
ENSG00000264451	0	1
ENSG00000005379	7323	349
ENSG00000265019	0	163
ENSG00000249451	2	1
ENSG00000267207	0	3
ENSG00000108423	143	217
ENSG00000141200	0	0
ENSG00000233101	1	179
ENSG00000108443	3431	1085
ENSG00000108406	3024	1292
ENSG00000262518	0	0
ENSG00000154975	0	0
ENSG00000075429	4	1
ENSG00000011052	5	0
ENSG00000189050	2480	733
ENSG00000267184	0	9
ENSG00000287664	1	2
ENSG00000265664	0	0
ENSG00000261040	3	0
ENSG00000121068	26	0
ENSG00000257178	2	107
ENSG00000285879	30	171
ENSG00000272383	0	0
ENSG00000271239	0	0
ENSG00000108984	1548	107
ENSG00000283538	46	98
ENSG00000154217	1466	869
ENSG00000154229	315	9
ENSG00000263412	46	35
ENSG00000267526	1	3
ENSG00000275562	0	0
ENSG00000266934	8	0
ENSG00000263680	0	0
ENSG00000168256	7551	1932
ENSG00000266501	6	62
ENSG00000267452	3	5
ENSG00000006282	5406	2278
ENSG00000267449	0	7
ENSG00000141540	570	113
ENSG00000283517	0	0
ENSG00000231749	0	3
ENSG00000259349	60	37
ENSG00000270553	2	7
ENSG00000264243	1	3
ENSG00000275897	16	3
ENSG00000240995	0	0
ENSG00000267250	0	1
ENSG00000133195	1847	472
ENSG00000246731	24	5
ENSG00000141198	8	97
ENSG00000266765	0	0
ENSG00000242067	42	745
ENSG00000263317	0	0
ENSG00000265262	2	39
ENSG00000264907	0	1
ENSG00000266707	20	49
ENSG00000267302	75	46
ENSG00000263647	0	0
ENSG00000253347	14	4
ENSG00000267109	0	0
ENSG00000247011	6	29
ENSG00000262384	0	1
ENSG00000064300	34	47
ENSG00000267653	1	0
ENSG00000280299	1	0
ENSG00000133193	2901	699
ENSG00000279743	1	0
ENSG00000277728	40	23
ENSG00000266826	1	21
ENSG00000266992	22	46
ENSG00000243514	1	1
ENSG00000275860	0	0
ENSG00000265218	43	13
ENSG00000272763	0	0
ENSG00000265883	0	0
ENSG00000141232	13051	955
ENSG00000170921	2762	722
ENSG00000249383	1	1
ENSG00000186074	1488	799
ENSG00000187959	1	0
ENSG00000266155	1	1
ENSG00000264421	0	3
ENSG00000176160	378	192
ENSG00000125695	0	0
ENSG00000204347	0	1
ENSG00000166685	1468	1263
ENSG00000266473	12	6
ENSG00000108370	56	7
ENSG00000226364	0	0
ENSG00000264895	6	50
ENSG00000264491	1	0
ENSG00000263199	1	1
ENSG00000196169	7	0
ENSG00000075461	0	0
ENSG00000265469	0	0
ENSG00000159210	2242	863
ENSG00000271101	0	0
ENSG00000091583	0	0
ENSG00000264196	2	2
ENSG00000237560	0	0
ENSG00000267416	5	1
ENSG00000236319	5	40
ENSG00000250976	2	0
ENSG00000069188	173	189
ENSG00000179604	1632	250
ENSG00000262759	0	0
ENSG00000266106	3	0
ENSG00000227517	2	0
ENSG00000263574	0	0
ENSG00000288006	0	0
ENSG00000285931	0	0
ENSG00000263893	0	0
ENSG00000171595	37	14
ENSG00000264272	0	0
ENSG00000267471	0	0
ENSG00000265927	0	0
ENSG00000257008	0	3
ENSG00000261882	4	11
ENSG00000141338	10	3
ENSG00000285897	67	6
ENSG00000108878	0	0
ENSG00000109062	6437	3796
ENSG00000197170	2080	1306
ENSG00000227036	10	10
ENSG00000109065	2702	2296
ENSG00000264659	81	17
ENSG00000286997	18	8
ENSG00000238283	1	0
ENSG00000267678	0	0
ENSG00000234721	0	0
ENSG00000250286	7	3
ENSG00000177338	0	1
ENSG00000249982	0	1
ENSG00000242407	0	0
ENSG00000225818	0	0
ENSG00000250107	6	1
ENSG00000266357	0	0
ENSG00000260027	2	16
ENSG00000263125	0	0
ENSG00000161509	445	8
ENSG00000263520	0	0
ENSG00000262633	0	0
ENSG00000244649	2	0
ENSG00000267137	0	0
ENSG00000263096	0	4
ENSG00000262135	0	1
ENSG00000280852	260	362
ENSG00000187504	22	753
ENSG00000266036	8	1
ENSG00000180901	1734	466
ENSG00000286435	0	0
ENSG00000167419	5	16
ENSG00000198265	7406	2277
ENSG00000283376	0	0
ENSG00000172809	32162	2917
ENSG00000267083	3	15
ENSG00000167291	628	374
ENSG00000264513	4	1
ENSG00000285648	1	0
ENSG00000264860	1	0
ENSG00000280022	30	7
ENSG00000262265	32	135
ENSG00000267568	2	1
ENSG00000213180	3	7
ENSG00000166260	1738	1475
ENSG00000262879	1519	1080
ENSG00000259533	9	0
ENSG00000108468	6528	229
ENSG00000108510	7229	769
ENSG00000261978	1	0
ENSG00000274198	0	0
ENSG00000264093	0	0
ENSG00000229980	80	20
ENSG00000270324	0	0
ENSG00000272346	0	0
ENSG00000213228	382	1408
ENSG00000230532	0	0
ENSG00000264750	0	1
ENSG00000264734	0	0
ENSG00000267604	0	0
ENSG00000082641	8631	396
ENSG00000266644	24	7
ENSG00000108671	2645	2523
ENSG00000267295	0	0
ENSG00000136444	2757	1798
ENSG00000264701	0	0
ENSG00000254114	15	15
ENSG00000108511	0	128
ENSG00000278873	0	0
ENSG00000267355	0	1
ENSG00000264754	0	3
ENSG00000261222	24	5
ENSG00000180616	15	46
ENSG00000265148	951	450
ENSG00000204650	78	390
ENSG00000120094	1	0
ENSG00000141378	582	397
ENSG00000213128	30	6
ENSG00000263189	0	2
ENSG00000263503	15	1
ENSG00000173818	735	1205
ENSG00000265010	16	1
ENSG00000109066	3747	215
ENSG00000108924	11	953
ENSG00000275516	0	0
ENSG00000267521	2	1
ENSG00000034152	4244	3316
ENSG00000264985	1	0
ENSG00000264630	0	2
ENSG00000154258	12	3
ENSG00000170836	4845	1008
ENSG00000285829	0	1
ENSG00000287836	1	0
ENSG00000273982	2	2
ENSG00000169750	222	1
ENSG00000141293	59	916
ENSG00000285877	44	14
ENSG00000006283	9	1
ENSG00000267246	30	3
ENSG00000264529	0	0
ENSG00000175175	7	4
ENSG00000272164	0	2
ENSG00000265289	2	0
ENSG00000279133	173	54
ENSG00000283045	5	9
ENSG00000131747	5486	367
